qid	dqid	start_id	end_id	start_details	end_details	start_ts	end_ts
1	2F731272-E762-CC80-E442-65BF6DFE9B06	1	NULL	{"goalTime":"7:35"}	NULL	1527124951691	NULL
1	16F76BD1-2A09-51C5-F35D-4BB5BAF66631	2	7	NULL	{"won":true,"time":0}	1527124952025	1527124991335
1	829EE978-BADD-5FD0-D987-1CC0E172F4E9	3	NULL	{"goalTime":"7:35"}	NULL	1527124973100	NULL
1	731ED511-BD53-D1E9-0F71-2276C2202452	4	9	NULL	{"won":true,"time":0}	1527124973436	1527125017144
1	B3E3F7D5-3C28-5E08-5D25-B626054F2A9B	5	NULL	{"goalTime":"7:35"}	NULL	1527124990512	NULL
1	70494BF2-FF11-43E2-2236-82D1A76E6D26	6	10	NULL	{"won":true,"time":0}	1527124990851	1527125027372
1	E3AB3647-1F51-3E43-DBF5-303DE22CD97F	12	NULL	{"goalTime":"7:35"}	NULL	1527125029902	NULL
1	9036A1AA-914C-F880-BEA8-358578449C7A	13	18	NULL	{"won":true,"time":0}	1527125030240	1527125070183
1	DCC3253B-3B81-6ECD-6839-DEECE4CFF847	26	NULL	{"goalTime":"7:35"}	NULL	1527125115016	NULL
1	8445C3FA-8D29-AB1F-2412-40870E958EF6	27	36	NULL	{"won":true,"time":0}	1527125115334	1527125144722
1	61272064-2FAA-AFAE-DE04-6BB7D5BFD8FC	28	43	{"goalTime":"7:35"}	{"won":true,"time":0}	1527125128136	1527125171197
1	44270663-4EB7-3051-343A-B8E826B431DE	29	NULL	NULL	NULL	1527125128454	NULL
1	6C13F062-4E37-240E-15B1-D5A45A4789FE	40	NULL	{"goalTime":"7:35"}	NULL	1527125159159	NULL
1	D112C271-1F08-4D42-932D-4591AF8DAF49	41	48	NULL	{"won":true,"time":0}	1527125159480	1527125179187
1	F99FC309-CD48-6B44-AAE9-7C95086EB522	44	NULL	{"goalTime":"7:35"}	NULL	1527125173563	NULL
1	8D243354-648F-63C2-F75F-858BD7B17508	45	53	NULL	{"won":true,"time":0}	1527125173878	1527125204071
1	E101798D-F47D-CF24-0121-C6E1EAB05A0C	46	NULL	{"goalTime":"7:35"}	NULL	1527125181376	NULL
1	C91774EC-8BB1-B5E5-FC20-D87D4060747E	47	52	NULL	{"won":true,"time":0}	1527125181689	1527125203071
1	D10C4843-BEAB-4922-1A7B-1D93C8721FE4	63	NULL	{"goalTime":"7:35"}	NULL	1527125234866	NULL
1	BD0E5E8C-6643-7D60-20E7-AFCBD886B5BD	64	78	NULL	{"won":true,"time":0}	1527125235192	1527125280070
1	4F640D3A-FEB5-925B-5482-3338AFE84D8F	80	NULL	{"goalTime":"7:35"}	NULL	1527125289167	NULL
1	F86B3569-12B9-6C5F-B2A1-B9A88BB090B3	81	87	NULL	{"won":true,"time":0}	1527125289490	1527125334280
1	22C564F6-72D7-DC40-5F1D-7CAFE0F8C416	110	NULL	{"goalTime":"7:35"}	NULL	1527125526104	NULL
1	C42E963C-38A5-F456-B726-88735E2FE0AE	111	117	NULL	{"won":true,"time":0}	1527125526416	1527125546381
1	B984CED7-0F1E-620A-946A-328CA5649F15	113	NULL	{"goalTime":"7:35"}	NULL	1527125535556	NULL
1	0A57DCB7-EEC3-5265-A2FD-29CE756F0D6A	114	119	NULL	{"won":true,"time":0}	1527125535875	1527125560687
1	8DEC1FA3-271E-8F18-AD1D-E4A0157FD2BD	129	NULL	{"goalTime":"7:35"}	NULL	1527125620528	NULL
1	AADD266A-34CB-8047-8DA9-12310932FBCD	130	139	NULL	{"won":true,"time":0}	1527125620841	1527125668111
1	BF1F3D9C-A54E-851D-5287-2F1E8767A161	131	NULL	{"goalTime":"7:35"}	NULL	1527125629267	NULL
1	1213635F-DF87-AF0C-513E-ABAFEED540FE	132	135	NULL	{"won":true,"time":0}	1527125629666	1527125660019
1	8F4687B8-E69F-9EA7-E328-C3A9F0D9127E	179	NULL	{"goalTime":"7:35"}	NULL	1527125929708	NULL
1	33BC75EB-2AE3-A781-71AA-DE65FF51E3F9	180	183	NULL	{"won":true,"time":0}	1527125930018	1527125962723
1	5F82D65E-F620-2CC7-9C7E-9807D6825180	202	NULL	{"goalTime":"7:35"}	NULL	1527126161884	NULL
1	82BA40B1-048B-E474-91F7-1F1FA69FD005	203	209	NULL	{"won":true,"time":0}	1527126162208	1527126213393
1	B22D0D96-9FAF-CEAD-10CD-A16BA87AD5F0	220	NULL	{"goalTime":"7:35"}	NULL	1527126334794	NULL
1	48134141-CE5A-835D-E9D7-C4AA0FD9AED9	221	223	NULL	{"won":true,"time":0}	1527126335113	1527126377321
1	7BD8DFA0-DE15-476C-035E-2546EDED2CC3	236	NULL	{"goalTime":"7:35"}	NULL	1527126536403	NULL
1	17C60008-DC49-98C3-0DAD-0888E74909A6	237	238	NULL	{"won":true,"time":0}	1527126536738	1527126561998
1	6795D1F4-AEBC-FC09-EA2A-E9DF602E454F	244	NULL	{"goalTime":"7:35"}	NULL	1527126628617	NULL
1	4EFBB1A9-F43A-A22A-7CF4-F7234EEA1604	245	248	NULL	{"won":true,"time":0}	1527126628925	1527126648792
1	45844C29-51CB-3A7C-3936-C4EF792CF8E7	252	NULL	{"goalTime":"7:35"}	NULL	1527126672833	NULL
1	DF711920-5D6F-AA22-7138-226BC8859BA9	253	263	NULL	{"won":true,"time":0}	1527126673154	1527126701445
1	B02D5584-9B7F-AD1E-2EE7-2D9DADAAE55F	264	NULL	{"goalTime":"7:35"}	NULL	1527126705357	NULL
1	B14CFF31-5534-7C56-41C7-AE0BF4DDE463	265	270	NULL	{"won":true,"time":0}	1527126705681	1527126741106
1	A6237F43-3236-7465-A1B7-5244AE78CAC8	281	NULL	{"goalTime":"7:35"}	NULL	1527126792284	NULL
